Survey_ID,Username,iNat_ID,Year,Month,Park,Latitude,Longitude,Transect,Start_Time,Confidence,Species,Count_,FID
bw_2022_2_155,,15634,2022,9,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,13:32:00,,Rustic,1,15421
bw_2022_2_209,,15635,2022,9,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP3,14:10:00,,Rustic,1,15422
bw_2022_1_23,,15636,2022,5,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP1,12:30:00,,Rustic,2,15423
bw_2022_1_42,,15637,2022,5,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,12:37:00,,Rustic,6,15424
bw_2022_1_164,,15638,2022,5,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP1,11:23:00,,Rustic,2,15425
bw_2023_2_21,,15639,2023,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG5,10:10:00,,Rustic,1,15426
bw_2023_2_22,,15640,2023,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,10:57:00,,Rustic,2,15427
bw_2023_2_40,,15641,2023,9,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP2,10:24:00,,Rustic,2,15428
bw_2023_2_164,,15642,2023,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,10:57:00,,Rustic,2,15429
bw_2023_2_191,,15643,2023,9,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP1,14:26:00,,Rustic,2,15430
bw_2023_1_217,,15644,2023,5,"Bukit Batok Nature Park, Singapore",1.3473663330078125,103.76129150390625,BBNP3,11:45:00,,Rustic,1,15431
bw_2023_1_219,,15645,2023,5,"Gardens by the Bay (East), Singapore",1.288160681724541,103.86985778808594,GBE4,10:00:00,,Rustic,3,15432
bw_2023_1_223,,15646,2023,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG1,10:52:00,,Rustic,6,15433
bw_2023_1_261,,15647,2023,5,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP2,11:20:00,,Rustic,1,15434
bw_2023_1_265,,15648,2023,5,"Labrador Nature Reserve, Singapore",1.2665094137191715,103.80206298828125,LNR2,14:30:00,,Rustic,1,15435
bw_2023_1_297,,15649,2023,6,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP1,11:43:00,,Rustic,2,15436
bw_2023_1_298,,15650,2023,5,"Changi Point Waterfront Park, Singapore",1.3903944492340066,103.98800659179688,CBP3,13:15:00,,Rustic,2,15437
bw_2023_1_319,,15651,2023,6,"Pearl's Hill City Park, Singapore",1.283800005912788,103.83975982666016,PHCP2,10:05:00,,Rustic,1,15438
bw_2023_1_335,,15652,2023,6,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU3,12:33:00,,Rustic,1,15439
bw_2023_1_337,,15653,2023,6,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,14:02:00,,Rustic,8,15440
bw_2023_1_372,,15654,2023,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,13:34:00,4.0,Rustic,3,15441
bw_2023_1_373,,15655,2023,5,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP3,10:26:00,2.0,Rustic,1,15442
bw_2023_1_430,,15656,2023,5,"Bukit Batok Nature Park, Singapore",1.3473663330078125,103.76129150390625,BBNP3,10:56:00,4.0,Rustic,1,15443
bw_2024_1_133,,15657,2024,5,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP3,14:30:00,,Rustic,1,15444
bw_2024_1_180,,15658,2024,5,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP3,11:25:00,,Rustic,1,15445
bw_2024_2_221,,15659,2024,9,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP5,13:10:00,,Rustic,1,15446
bw_2024_2_234,,15660,2024,9,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW1,12:00:00,,Rustic,1,15447
bw_2024_2_242,,15661,2024,9,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW2,11:25:00,,Rustic,1,15448
bw_2024_2_273,,15662,2024,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG1,09:16:00,,Rustic,1,15449
bw_2024_2_274,,15663,2024,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG5,11:29:00,,Rustic,1,15450
bw_2024_2_297,,15664,2024,9,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP2,14:05:00,,Rustic,1,15451
bw_2024_2_299,,15665,2024,9,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP3,14:40:00,,Rustic,1,15452
bw_2018_2_11,,15666,2018,6,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP2,11:32:00,4.0,Saturn,1,15453
bw_2023_1_272,,15667,2023,6,"Chestnut Nature Park, Singapore",1.3760246038436814,103.78107452392578,CNP3,11:05:00,,Saturn,1,15454
bw_2016_1_172,,15668,2016,5,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP1,14:00:00,4.0,Scarce Silverstreak,1,15455
bw_2017_1_137,,15669,2017,5,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP2,13:18:00,,Scarce Silverstreak,1,15456
bw_2018_1_99,,15670,2018,5,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,10:00:00,5.0,Scarce Silverstreak,1,15457
bw_2024_2_221,,15671,2024,9,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP5,13:10:00,,Scarce Silverstreak,1,15458
bw_2021_1_271,,15672,2021,5,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP3,10:25:00,4.0,Scarlet Flash,1,15459
bw_2015_2_157,,15673,2015,9,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU3,10:30:00,4.0,Short Banded Sailor,1,15460
bw_2015_2_220,,15674,2015,9,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP3,14:30:00,,Short Banded Sailor,1,15461
bw_2015_2_227,,15675,2015,9,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP1,09:30:00,5.0,Short Banded Sailor,1,15462
bw_2015_2_228,,15676,2015,9,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP2,09:50:00,5.0,Short Banded Sailor,1,15463
bw_2016_1_216,,15677,2016,5,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP1,10:10:00,5.0,Short Banded Sailor,1,15464
bw_2016_1_219,,15678,2016,5,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP2,09:46:00,2.0,Short Banded Sailor,1,15465
bw_2016_1_221,,15679,2016,5,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP2,10:40:00,5.0,Short Banded Sailor,1,15466
bw_2016_1_225,,15680,2016,5,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP3,09:45:00,5.0,Short Banded Sailor,1,15467
bw_2016_1_228,,15681,2016,5,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP4,11:15:00,5.0,Short Banded Sailor,1,15468
bw_2016_1_253,,15682,2016,5,"Punggol Waterway Park, Singapore",1.411137700080879,103.90446472167967,PWP2,13:08:00,4.0,Short Banded Sailor,1,15469
bw_2016_1_282,,15683,2016,5,"Kranji Coastal Nature Park, Singapore",1.442604660987839,103.73515319824219,SBWR5,10:10:00,4.0,Short Banded Sailor,1,15470
bw_2016_1_341,,15684,2016,5,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI3,10:52:00,4.0,Short Banded Sailor,1,15471
bw_2016_1_61,,15685,2016,5,"Choa Chu Kang Park, Singapore",1.3874864578247128,103.74742889404298,CCKP2,12:55:00,4.0,Short Banded Sailor,1,15472
bw_2016_1_94,,15686,2016,5,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP3,10:38:00,4.0,Short Banded Sailor,1,15473
bw_2016_2_21,,15687,2016,9,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP1,13:35:00,,Short Banded Sailor,1,15474
bw_2016_2_229,,15688,2016,8,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP3,10:47:00,,Short Banded Sailor,1,15475
bw_2016_2_25,,15689,2016,8,"Jurong Eco-Garden, Singapore",1.3523232936859102,103.69316101074219,JEG1,11:54:00,,Short Banded Sailor,1,15476
bw_2016_2_3,,15690,2016,8,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,10:07:00,,Short Banded Sailor,1,15477
bw_2016_2_33,,15691,2016,8,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP2,13:25:00,,Short Banded Sailor,1,15478
bw_2016_2_46,,15692,2016,8,"Macritchie Reservoir Park, Singapore",1.3447620868682948,103.82234954833984,MRP1,10:10:00,,Short Banded Sailor,1,15479
bw_2017_1_133,,15693,2017,5,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW2,09:57:00,,Short Banded Sailor,1,15480
bw_2017_1_25,,15694,2017,5,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW1,09:25:00,,Short Banded Sailor,1,15481
bw_2017_1_44,,15695,2017,5,"Jurong Eco-Garden, Singapore",1.3523232936859102,103.69316101074219,JEG1,14:10:00,,Short Banded Sailor,1,15482
bw_2017_1_63,,15696,2017,5,"Jurong Eco-Garden, Singapore",1.3523232936859102,103.69316101074219,JEG1,11:20:00,,Short Banded Sailor,1,15483
bw_2017_2_120,,15697,2017,10,"Punggol Waterway Park, Singapore",1.411137700080879,103.90446472167967,PWP2,12:09:00,4.0,Short Banded Sailor,1,15484
bw_2017_2_121,,15698,2017,10,"Lorong Halus Wetland, Singapore",1.3954998254775905,103.92418670654297,LHW1,10:24:00,4.0,Short Banded Sailor,1,15485
bw_2017_2_31,,15699,2017,9,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,11:10:00,4.0,Short Banded Sailor,1,15486
bw_2017_2_94,,15700,2017,9,"Yishun Park, Singapore",1.4250185489654508,103.84471893310547,YP1,10:56:00,5.0,Short Banded Sailor,1,15487
bw_2017_2_97,,15701,2017,9,"East Coast Park, Singapore",1.3007842302322405,103.91218566894531,ECP3,10:19:00,5.0,Short Banded Sailor,1,15488
bw_2018_2_115,,15702,2018,9,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,CG1,10:40:00,4.0,Short Banded Sailor,1,15489
bw_2018_2_132,,15703,2018,9,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI3,13:29:00,4.0,Short Banded Sailor,1,15490
bw_2018_2_250,,15704,2018,9,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU3,09:00:00,5.0,Short Banded Sailor,1,15491
bw_2018_2_283,,15705,2018,9,"Sungei Buloh Wetland Reserve, Singapore",1.4464304447174117,103.72340393066406,SBWR1,10:55:00,3.0,Short Banded Sailor,1,15492
bw_2018_2_284,,15706,2018,9,"Sungei Buloh Wetland Reserve, Singapore",1.4464304447174117,103.72340393066406,SBWR2,12:03:00,4.0,Short Banded Sailor,1,15493
bw_2018_2_39,,15707,2018,9,"Woodlands Waterfront Park, Singapore",1.4530528783798224,103.78047943115234,WWP2,14:40:00,2.0,Short Banded Sailor,1,15494
bw_2022_1_26,,15731,2022,5,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI1,09:30:00,,Short Banded Sailor,1,15499
bw_2022_1_27,,15732,2022,5,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI2,09:55:00,,Short Banded Sailor,2,15509
bw_2022_1_28,,15733,2022,5,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI3,10:40:00,,Short Banded Sailor,2,15514
bw_2022_1_34,,15734,2022,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG2,09:37:00,,Short Banded Sailor,1,15519
bw_2022_1_35,,15735,2022,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG3,09:02:00,,Short Banded Sailor,1,15524
bw_2022_1_43,,15736,2022,5,"Bishan-Ang Mo Kio Park (Pond Gardens), Singapore",1.3634088039398191,103.84355926513672,BAMK1,11:29:00,,Short Banded Sailor,1,15529
bw_2022_1_52,,15737,2022,5,"Bishan-Ang Mo Kio Park (Pond Gardens), Singapore",1.3634088039398191,103.84355926513672,BAMK1,12:25:00,,Short Banded Sailor,2,15533
bw_2022_1_70,,15738,2022,5,"Bishan-Ang Mo Kio Park (River Plains), Singapore",1.3634088039398191,103.84355926513672,BAMK4,10:50:00,,Short Banded Sailor,1,15539
bw_2022_1_112,,15739,2022,5,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,12:45:00,,Short Banded Sailor,2,15544
bw_2022_1_178,,15740,2022,5,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP1,12:30:00,,Short Banded Sailor,1,15549
bw_2023_2_81,,15741,2023,9,"Labrador Nature Reserve, Singapore",1.2665094137191715,103.80206298828125,LNR1,13:11:00,,Short Banded Sailor,1,15554
bw_2023_1_226,,15742,2023,5,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP2,13:30:00,,Short Banded Sailor,1,15559
bw_2023_1_238,,15743,2023,6,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG3,14:40:00,,Short Banded Sailor,1,15564
bw_2023_1_266,,15744,2023,6,"West Coast Park, Singapore",1.2913602590560944,103.76665496826172,WCP1,10:23:00,,Short Banded Sailor,1,15568
bw_2023_1_299,,15745,2023,5,"Changi Beach Park, Singapore",1.391286253929136,103.99054718017578,CBP1,12:16:00,,Short Banded Sailor,3,15571
bw_2023_1_336,,15746,2023,6,"Pulau Ubin (South), Singapore",1.4125659465789786,103.95773315429688,PU1,13:11:00,,Short Banded Sailor,1,15576
bw_2023_1_337,,15747,2023,6,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,14:02:00,,Short Banded Sailor,1,15581
bw_2023_1_364,,15748,2023,5,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP1,12:00:00,5.0,Short Banded Sailor,1,15586
bw_2023_1_368,,15749,2023,5,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP2,12:42:00,3.0,Short Banded Sailor,1,15591
bw_2023_1_378,,15750,2023,5,"Labrador Nature Reserve, Singapore",1.2665094137191715,103.80206298828125,LNR1,12:21:00,3.0,Short Banded Sailor,1,15596
bw_2023_1_379,,15751,2023,5,"Dairy Farm Nature Park, Singapore",1.3640182018279892,103.77639770507812,DFNP1,09:34:00,4.0,Short Banded Sailor,1,15602
bw_2023_1_395,,15752,2023,5,"Sungei Buloh Wetland Reserve, Singapore",1.4464304447174117,103.72340393066406,SBWR2,12:15:00,3.0,Short Banded Sailor,3,15610
bw_2023_1_396,,15753,2023,5,"Sungei Buloh Wetland Reserve, Singapore",1.4464304447174117,103.72340393066406,SBWR1,13:45:00,4.0,Short Banded Sailor,3,15615
bw_2023_1_397,,15754,2023,6,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,13:11:00,5.0,Short Banded Sailor,2,15620
bw_2024_1_17,,15755,2024,5,"Kranji Marshes, Singapore",1.4196407794952415,103.72052001953125,KM2,10:45:00,,Short Banded Sailor,2,15625
bw_2024_1_146,,15756,2024,5,"Pasir Ris Park, Singapore",1.3720587491989156,103.95268249511717,PRP2,11:49:00,,Short Banded Sailor,2,15630
bw_2024_2_221,,15757,2024,9,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP5,13:10:00,,Short Banded Sailor,1,15635
bw_2024_2_234,,15758,2024,9,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW1,12:00:00,,Short Banded Sailor,1,15641
bw_2024_2_266,,15759,2024,9,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP3,11:40:00,,Short Banded Sailor,1,15645
bw_2024_2_276,,15760,2024,9,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI3,11:23:00,,Short Banded Sailor,1,15650
bw_2019_1_151,,15761,2019,5,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI2,13:12:00,5.0,Silver Forget Me Not,1,15655
bw_2021_1_132,,15762,2021,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG3,12:00:00,4.0,Silver Forget Me Not,4,15660
bw_2016_1_118,,15763,2016,5,"Gardens by the Bay (South), Singapore",1.2815682888030933,103.86361694335936,GBS2,11:35:00,3.0,Silver Royal,1,15665
bw_2016_2_217,,15764,2016,9,"Changi Point Waterfront Park, Singapore",1.3903944492340066,103.98800659179688,CBP3,10:56:00,,Slate Flash,1,15671
bw_2017_1_62,,15765,2017,5,"Jurong Eco-Garden, Singapore",1.3523232936859102,103.69316101074219,JEG2,10:46:00,,Slate Flash,1,15677
bw_2019_2_228,,15766,2019,9,"Admiralty Park, Singapore",1.4465534687042165,103.78065490722655,AP2,12:00:00,4.0,Slate Flash,1,15682
bw_2023_1_221,,15767,2023,5,"Punggol Park, Singapore",1.377701401710503,103.89765930175781,PP2,11:15:00,,Slate Flash,1,15687
bw_2023_1_361,,15768,2023,5,"Punggol Park, Singapore",1.377701401710503,103.89765930175781,PP2,09:41:00,4.0,Slate Flash,1,15692
bw_2015_2_131,,15769,2015,9,"Macritchie Reservoir Park, Singapore",1.3447620868682948,103.82234954833984,MRP1,09:33:00,4.0,Small Branded Swift,1,15697
bw_2015_2_216,,15770,2015,9,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,10:20:00,5.0,Small Branded Swift,1,15702
bw_2015_2_7,,15771,2015,9,"Changi Beach Park, Singapore",1.391286253929136,103.99054718017578,CBP2,11:10:00,5.0,Small Branded Swift,1,15708
bw_2016_1_250,,15772,2016,5,"Punggol Waterway Park, Singapore",1.411137700080879,103.90446472167967,PWP1,12:30:00,4.0,Small Branded Swift,1,15712
bw_2016_1_303,,15773,2016,5,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP1,13:00:00,5.0,Small Branded Swift,1,15717
bw_2016_1_305,,15774,2016,5,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP1,10:48:00,3.0,Small Branded Swift,1,15722
bw_2016_1_340,,15775,2016,5,"Coney Island, Singapore",1.409295082092279,103.92164611816405,CI4,09:50:00,4.0,Small Branded Swift,1,15727
bw_2016_2_19,,15776,2016,8,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP3,11:04:00,,Small Branded Swift,1,15732
bw_2016_2_20,,15777,2016,8,"Mount Faber Park, Singapore",1.2718741893768313,103.8192138671875,MFP4,11:48:00,,Small Branded Swift,1,15737
bw_2017_1_61,,15778,2017,5,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP1,11:16:00,,Small Branded Swift,1,15767
bw_2017_1_90,,15779,2017,5,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,09:50:00,,Small Branded Swift,1,15771
bw_2018_1_13,,15780,2018,5,"Gardens by the Bay (South), Singapore",1.2815682888030933,103.86361694335936,GBS4,09:39:00,5.0,Small Branded Swift,1,15775
bw_2018_1_151,,15781,2018,5,"Kent Ridge Park, Singapore",1.2838852405548054,103.79129791259766,KRP2,09:45:00,4.0,Small Branded Swift,1,15778
bw_2018_2_11,,15782,2018,6,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP2,11:32:00,4.0,Small Branded Swift,1,15783
bw_2018_2_114,,15783,2018,9,"Changi Beach Park, Singapore",1.391286253929136,103.99054718017578,CBP1,10:12:00,3.0,Small Branded Swift,1,15787
bw_2018_2_119,,15784,2018,9,"Kent Ridge Park, Singapore",1.2838852405548054,103.79129791259766,KRP3,11:13:00,4.0,Small Branded Swift,1,15791
bw_2018_2_151,,15785,2018,9,"Kent Ridge Park, Singapore",1.2838852405548054,103.79129791259766,KRP3,09:43:00,4.0,Small Branded Swift,1,15795
bw_2018_2_72,,15786,2018,9,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP1,10:40:00,3.0,Small Branded Swift,1,15799
bw_2019_1_113,,15787,2019,5,"Zhenghua Nature Park, Singapore",1.3849039077758654,103.77431488037111,ZNP1,11:34:00,4.0,Small Branded Swift,1,15803
bw_2019_1_119,,15788,2019,5,"Admiralty Park, Singapore",1.4465534687042165,103.78065490722655,AP1,09:30:00,2.0,Small Branded Swift,1,15807
bw_2019_1_12,,15789,2019,5,"Windsor Nature Park, Singapore",1.3566265106201123,103.8214340209961,WNP1,13:47:00,4.0,Small Branded Swift,1,15816
bw_2019_1_138,,15790,2019,6,"Ang Mo Kio Town Garden West, Singapore",1.3741468191146948,103.84302520751953,ATGW1,10:30:00,4.0,Small Branded Swift,1,15819
bw_2019_1_146,,15791,2019,5,"Jurong Eco-Garden, Singapore",1.3523232936859102,103.69316101074219,JEG2,11:24:00,4.0,Small Branded Swift,1,15823
bw_2019_1_148,,15792,2019,5,"Macritchie Reservoir Park, Singapore",1.3447620868682948,103.82234954833984,MRP1,10:11:00,5.0,Small Branded Swift,1,15827
bw_2019_1_176,,15793,2019,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG1,12:45:00,4.0,Small Branded Swift,1,15831
bw_2019_1_61,,15794,2019,5,"Bedok Reservoir Park, Singapore",1.3413025140762223,103.92455291748047,BRP1,11:54:00,4.0,Small Branded Swift,1,15835
bw_2019_2_178,,15795,2019,9,"Macritchie Reservoir Park, Singapore",1.3447620868682948,103.82234954833984,MRP2,13:05:00,3.0,Small Branded Swift,1,15839
bw_2019_2_20,,15796,2019,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG3,13:43:00,5.0,Small Branded Swift,1,15843
bw_2019_2_28,,15797,2019,9,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP2,11:40:00,4.0,Small Branded Swift,1,15845
bw_2019_2_30,,15798,2019,9,"Bishan-Ang Mo Kio Park (River Plains), Singapore",1.3634088039398191,103.84355926513672,BAMK4,14:39:00,5.0,Small Branded Swift,1,15854
bw_2021_1_121,,15799,2021,5,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP2,11:15:00,4.0,Small Branded Swift,3,15857
bw_2021_1_122,,15800,2021,5,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP1,10:44:00,4.0,Small Branded Swift,1,15860
bw_2021_1_139,,15801,2021,5,"Jurong Lake Gardens, Singapore",1.334849238395684,103.72645568847656,JLG2,10:59:00,4.0,Small Branded Swift,1,15862
bw_2021_1_141,,15802,2021,5,"Kent Ridge Park, Singapore",1.2838852405548054,103.79129791259766,KRP3,10:11:00,4.0,Small Branded Swift,2,15864
bw_2021_1_209,,15803,2021,5,"Punggol Waterway Park, Singapore",1.411137700080879,103.90446472167967,PWP2,11:00:00,4.0,Small Branded Swift,1,15866
bw_2021_1_229,,15804,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG2,10:28:00,5.0,Small Branded Swift,1,15868
bw_2021_2_177,,15805,2021,9,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,11:12:00,4.0,Small Branded Swift,1,15870
bw_2022_2_7,,15806,2022,9,"Kent Ridge Park, Singapore",1.2838852405548054,103.79129791259766,KRP3,09:58:00,5.0,Small Branded Swift,1,15872
bw_2022_2_69,,15807,2022,9,"Lower Seletar Reservoir Park, Singapore",1.4101641178131152,103.83243560791016,LSRP1,10:30:00,4.0,Small Branded Swift,2,15874
bw_2016_1_130,,151,2016,5,"HortPark, Singapore",1.2791306972503744,103.79981994628906,HP2,13:19:00,5.0,Blue Glassy Tiger,1,551
bw_2016_1_133,,152,2016,5,"Jurong Eco-Garden, Singapore",1.3523232936859102,103.69316101074219,JEG1,11:00:00,4.0,Blue Glassy Tiger,2,552
bw_2021_1_226,,1509,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG4,11:00:00,4.0,Chocolate Pansy,7,1696
bw_2021_1_229,,1510,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG2,10:28:00,5.0,Chocolate Pansy,7,1697
bw_2021_1_23,,1511,2021,5,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP2,12:00:00,4.0,Chocolate Pansy,6,1698
bw_2021_1_231,,1512,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG2,13:50:00,3.0,Chocolate Pansy,7,1699
bw_2021_1_232,,1513,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG3,12:50:00,3.0,Chocolate Pansy,10,1700
bw_2021_1_236,,1514,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG1,11:41:00,4.0,Chocolate Pansy,1,1701
bw_2021_1_237,,1515,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG5,11:12:00,4.0,Chocolate Pansy,1,1702
bw_2021_1_238,,1516,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,10:20:00,4.0,Chocolate Pansy,8,1703
bw_2021_1_24,,1517,2021,5,"Bedok Town Park, Singapore",1.3354072570800744,103.92562103271484,BTP1,11:11:00,4.0,Chocolate Pansy,3,1704
bw_2021_1_242,,1518,2021,5,"Singapore Botanic Gardens, Singapore",1.3138396739959701,103.81591033935547,SBG6,11:14:00,4.0,Chocolate Pansy,1,1705
bw_2021_1_247,,1519,2021,5,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP2,12:20:00,2.0,Chocolate Pansy,4,1706
bw_2021_1_248,,1520,2021,5,"Springleaf Nature Park, Singapore",1.4011344909668018,103.81854248046875,SLNP1,11:20:00,4.0,Chocolate Pansy,6,1707
bw_2021_1_250,,1521,2021,5,"Sun Plaza Park, Singapore",1.358841061592092,103.94374847412111,SPP1,13:48:00,4.0,Chocolate Pansy,3,1708
bw_2021_1_253,,1522,2021,5,"Sun Plaza Park, Singapore",1.358841061592092,103.94374847412111,SPP1,12:26:00,4.0,Chocolate Pansy,5,1709
bw_2021_1_260,,1523,2021,5,"Telok Blangah Hill Park, Singapore",1.2788233757019014,103.8106689453125,TBHP2,10:27:00,3.0,Chocolate Pansy,1,1710
bw_2021_1_262,,1524,2021,5,"Thomson Nature Park, Singapore",1.3833291530609102,103.82194519042969,TNP1,10:20:00,5.0,Chocolate Pansy,1,1711
bw_2021_1_263,,1525,2021,5,"Thomson Nature Park, Singapore",1.3833291530609102,103.82194519042969,TNP1,11:37:00,3.0,Chocolate Pansy,1,1712
bw_2021_1_267,,1526,2021,5,"Upper Seletar Reservoir Park, Singapore",1.399853110313423,103.8069381713867,USRP3,11:48:00,4.0,Chocolate Pansy,9,1713
bw_2018_2_65,,15105,2018,9,"Fort Canning Park, Singapore",1.294387578964233,103.8458023071289,FCP1,09:30:00,3.0,Plain Tiger,2,14887
bw_2018_2_69,,15106,2018,9,"Tampines Eco-Green, Singapore",1.3639477491378762,103.94829559326172,TEG1,10:45:00,5.0,Plain Tiger,3,14888
